Food_ID,Food name and Description,Alternate/Common name(s),Water (g),"Energy, calculated (kcal)",Protein (g),Total Fat (g),"Carbohydrate, total (g)","Ash, total (g)",Image Link,Category
D015,Bayuno fruit,Binjai,81.2,74.0,3.0,0.7,13.9,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa24.jpg,VEGETABLES
D016,Beet,Remolacha,88.9,41.0,1.7,0.2,8.0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D016.jpg,VEGETABLES
D017,"Beet, boiled","Remolacha, nilaga",87.1,45.0,1.9,0.1,9.1,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D017.jpg,VEGETABLES
D018,Bitter melon/gourd fruit,Ampalaya bunga,93.9,23.0,1.0,0.2,4.2,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D018_BitterGourdFruit.jpg,VEGETABLES
D019,"Bitter melon/gourd fruit, boiled","Ampalaya bunga, nilaga",95.3,19.0,0.4,0.2,3.8,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0191.png,VEGETABLES
D020,Bitter melon/gourd lvs,Ampalaya dahon,90.6,34.0,4.2,0.6,3.0,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D020_BitterMelonLeaves1.jpg,VEGETABLES
D021,"Bitter melon/gourd lvs, boiled","Ampalaya dahon, nilaga",87.6,50.0,2.2,0.6,9.0,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0211.png,VEGETABLES
D023,Blue pea pod,Pukinggan bunga/Asian pigeonwings pod,82.8,68.0,3.8,0.4,12.2,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0231.png,VEGETABLES
D024,Borreria lvs & stems,Siksik parang dahon at tangkay/Slender false buttonweed,80.7,68.0,1.7,0.2,14.8,2.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa26.jpg,VEGETABLES
D025,Bottle gourd fruit,Upo bunga,95.0,20.0,0.4,0.1,4.3,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0201.png,VEGETABLES
D026,"Bottle gourd fruit, boiled","Upo bunga, nilaga",95.8,16.0,0.2,0.0,3.8,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D021copy1.png,VEGETABLES
D027,Bottle gourd lvs,Upo dahon,88.4,43.0,3.3,0.6,6.2,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0271.png,VEGETABLES
D028,"Bottle gourd lvs, boiled","Upo dahon, nilaga",94.1,22.0,1.7,0.3,3.2,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D028.png,VEGETABLES
D029,Breadfruit fruit,Rimas bunga,83.6,65.0,2.4,0.5,12.8,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa27.jpg,VEGETABLES
D030,Breadnut fruit,Kamansi bunga,86.8,55.0,2.5,1.1,8.7,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D030.png,VEGETABLES
D031,Breadnut seed,Kamansi buto,83.0,72.0,3.4,1.2,11.9,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D031.png,VEGETABLES
D032,Bulak-bulakan pod,,82.8,68.0,1.6,0.9,13.4,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa28.jpg,VEGETABLES
D033,Busi-busi lvs,,87.0,54.0,3.1,2.0,6.0,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa29.jpg,VEGETABLES
D035,"Cabbage, green","Repolyo, berde",91.8,31.0,1.6,0.1,5.9,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D035.jpg,VEGETABLES
D036,"Cabbage, green, boiled","Repolyo, berde, nilaga",94.0,23.0,0.6,0.1,5.0,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D036.jpg,VEGETABLES
D037,"Cabbage, red","Repolyo, pula",91.6,32.0,1.6,0.2,6.0,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D037.jpg,VEGETABLES
D038,"Cabbage, red, boiled","Repolyo, pula, nilaga",92.9,28.0,0.9,0.2,5.6,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/DSC_01281.JPG,VEGETABLES
D039,Carrot,Karot,89.1,42.0,1.1,0.3,8.6,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D039_Carrot1.jpg,VEGETABLES
D040,"Carrot, boiled","Karot, nilaga",89.2,42.0,1.1,0.4,8.6,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D040.png,VEGETABLES
D041,"Cashew, young lvs",Kasuy talbos,71.4,113.0,4.9,0.6,22.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D041.jpg,VEGETABLES
D042,"Cashew, young lvs, boiled","Kasuy talbos, nilaga",85.7,57.0,2.4,0.4,10.9,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa30.jpg,VEGETABLES
D043,Cassava lvs,Kamoteng kahoy/Balinghoy dahon,79.4,83.0,7.1,1.4,10.5,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D043.jpg,VEGETABLES
D044,"Cassava lvs, boiled","Kamoteng kahoy/Balinghoy dahon, nilaga",89.5,43.0,3.4,0.7,5.7,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D044.png,VEGETABLES
D045,Cauliflower,,91.7,32.0,2.1,0.3,5.2,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0451.jpg,VEGETABLES
D046,"Cauliflower, boiled",,93.1,27.0,1.5,0.2,4.8,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0461.jpg,VEGETABLES
D047,Celery lvs & petioles,Baguio celery dahon at tangkay,92.7,25.0,1.2,0.0,5.1,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0471.png,VEGETABLES
D048,"Celery, Chinese, lvs & petioles",Kinchay dahon at tangkay/Leaf celery,89.9,37.0,2.4,0.6,5.4,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D048.png,VEGETABLES
D049,"Celery, Chinese, lvs & petioles, boiled","Kinchay dahon at tangkay, nilaga/Leaf celery, boiled",92.8,27.0,1.4,0.1,5.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D049.png,VEGETABLES
D050,Chayote fruit,Sayote bunga/Vegetable pear fruit,94.1,23.0,0.5,0.1,5.1,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D050_ChayoteFruit.jpg,VEGETABLES
D051,"Chayote fruit, boiled","Sayote bunga, nilaga/Vegetable pear fruit, boiled",96.0,16.0,0.3,0.1,3.5,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0511.png,VEGETABLES
D052,Chayote lvs,Sayote dahon/Vegetable pear lvs,88.5,44.0,4.6,0.3,5.7,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa31.jpg,VEGETABLES
D053,"Chayote lvs, boiled","Sayote dahon, nilaga/Vegetable pear lvs, boiled",94.4,21.0,2.5,0.2,2.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa32.jpg,VEGETABLES
D054,Chinese cabbage,Pechay Baguio/Napa cabbage,94.4,21.0,1.7,0.3,2.9,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0541.png,VEGETABLES
D055,"Chinese cabbage, boiled","Pechay Baguio, nilaga/Napa cabbage, boiled",96.2,15.0,1.0,0.1,2.4,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0551.png,VEGETABLES
D056,Coconut cotyledon,Niyog tumbong,84.3,67.0,1.7,1.8,11.1,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D056.png,VEGETABLES
D057,"Coconut, heart of palm",Niyog ubod,87.8,47.0,4.3,0.8,5.7,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0571.png,VEGETABLES
D059,Fragrant manjack lvs,Anonang dahon,83.1,61.0,4.6,0.3,9.9,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D059.png,VEGETABLES
D060,Coriander lvs,Cilantro/Wansoy dahon,89.8,37.0,3.0,0.6,4.8,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D060.png,VEGETABLES
D061,Cowpea lvs,Paayap dahon,88.3,49.0,4.9,1.4,4.3,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0611.png,VEGETABLES
D062,"Cowpea lvs, boiled","Paayap dahon, nilaga",92.5,30.0,1.9,0.4,4.6,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa33.jpg,VEGETABLES
D063,Cowpea pod,Paayap bunga,87.0,51.0,3.4,0.4,8.5,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0631.png,VEGETABLES
D064,"Cowpea pod, boiled","Paayap bunga, nilaga",86.8,52.0,2.8,0.4,9.4,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa34.jpg,VEGETABLES
D065,"Cowpea seed, fresh","Paayap buto, sariwa",77.5,86.0,5.1,0.1,16.1,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0651.png,VEGETABLES
D066,Crown daisy lvs,Tangó dahon/Garland chrysanthemum lvs,93.5,23.0,2.3,0.4,2.6,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0661.png,VEGETABLES
D067,"Kutcharitas lvs, green","Calico plant lvs, green",85.6,54.0,2.6,0.8,9.2,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D067version2.png,VEGETABLES
D068,"Kutcharitas lvs, red","Calico plant lvs, red",77.4,84.0,2.3,0.6,17.4,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D068.png,VEGETABLES
D069,Cucumber,Pipino,95.9,16.0,0.5,0.1,3.2,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0691.png,VEGETABLES
D070,East Indian lotus fruit,Baino bunga,80.4,80.0,4.1,1.1,13.5,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa35.jpg,VEGETABLES
D071,East Indian lotus lvs,Baino dahon,88.2,46.0,4.7,0.8,5.0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa36.jpg,VEGETABLES
D072,"East Indian lotus lvs, boiled","Baino dahon, nilaga",92.8,28.0,2.9,0.4,3.1,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa36.jpg,VEGETABLES
D073,Eggplant,Talong/Aubergine,92.7,29.0,1.2,0.2,5.5,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D073.jpg,VEGETABLES
D074,"Eggplant, boiled","Talong, nilaga/Aubergine, boiled",93.6,25.0,1.0,0.1,4.9,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0741.png,VEGETABLES
D075,Endive lvs,Eskarola dahon,91.8,29.0,1.6,0.2,5.3,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa38.jpg,VEGETABLES
D077,"Flowering fern, lvs",Tukod langit dahon/Kamraj lvs,82.9,68.0,3.0,0.6,12.6,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa39.jpg,VEGETABLES
D078,Foetid cassia lvs,Katanda dahon,76.9,88.0,4.4,1.0,15.3,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa40.jpg,VEGETABLES
D079,Fragrant premna lvs,Alagaw dahon,74.8,100.0,5.4,1.1,17.0,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D079.png,VEGETABLES
D080,"Fragrant premna lvs, boiled","Alagaw dahon, nilaga",86.5,53.0,1.1,0.3,11.4,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa41.jpg,VEGETABLES
D081,"Galo fruit, whole",,59.6,165.0,3.9,1.8,33.4,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa42.jpg,VEGETABLES
D082,"Galo pulp, boiled",,79.6,80.0,3.0,0.4,16.2,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa43.jpg,VEGETABLES
D083,"Galo seed, boiled",,49.9,215.0,5.1,3.7,40.3,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa44.jpg,VEGETABLES
D084,Garlic bulb,Bawang ulo,66.5,129.0,7.0,0.3,24.6,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D084.jpg,VEGETABLES
D085,Garlic lvs,Bawang dahon,87.1,50.0,2.0,0.6,9.2,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa45.jpg,VEGETABLES
D086,"Garlic lvs, boiled","Bawang dahon, nilaga",88.9,45.0,1.1,0.6,8.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa46.jpg,VEGETABLES
D087,Garlic lvs & bulb,Bawang dahon at ulo,80.3,79.0,2.6,0.6,15.8,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa47.jpg,VEGETABLES
D088,Glynus lvs,Sarsalida/Papait dahon,90.0,39.0,3.7,0.8,4.2,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa48.jpg,VEGETABLES
D089,Guava lvs,Bayabas dahon,68.3,131.0,4.5,2.4,22.9,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D089.jpg,VEGETABLES
D090,Himbaba-o flower,Alokon bulaklak,82.9,68.0,6.3,1.1,8.1,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D090_Himbabao.jpg,VEGETABLES
D091,"Himbaba-o flower, boiled","Alokon bulaklak, nilaga",86.8,52.0,2.9,0.9,8.1,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D0911.png,VEGETABLES
D092,Himbaba-o lvs,Alokon dahon,78.3,86.0,5.8,1.4,12.6,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D092.png,VEGETABLES
D093,"Himbaba-o lvs, boiled","Alokon dahon, nilaga",88.0,49.0,1.6,0.5,9.6,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D092.png,VEGETABLES
D094,Horseradish tree lvs,Malunggay dahon/Drumstick tree lvs,72.9,108.0,9.7,2.0,12.7,2.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D094_HorseradishTreeLeaves1.jpg,VEGETABLES
D095,"Horseradish tree lvs, boiled","Malunggay dahon, nilaga/ Drumstick tree lvs, boiled",84.7,63.0,3.1,0.9,10.6,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D095.jpg,VEGETABLES
D096,"Horseradish tree lvs, dwarf","Malunggay dahon, unano",79.8,89.0,9.0,3.1,6.2,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa49.jpg,VEGETABLES
D097,"Horseradish tree lvs, dwarf, boiled","Malunggay dahon, unano, nilaga",89.0,48.0,3.0,1.0,6.8,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa50.jpg,VEGETABLES
D098,"Horseradish tree lvs, Japanese","Malunggay dahon, Hapon",85.4,60.0,6.2,1.6,5.2,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D098.png,VEGETABLES
D099,"Horseradish tree lvs, Japanese, boiled","Malunggay dahon, Hapon, nilaga",90.1,42.0,2.4,1.1,5.5,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D099.png,VEGETABLES
D100,Horseradish tree pod,Malunggay bunga,76.2,93.0,2.5,0.4,19.9,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D100_copy1.png,VEGETABLES
D101,"Horseradish tree pod, boiled","Malunggay bunga, nilaga",93.6,25.0,1.1,0.2,4.6,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa52.jpg,VEGETABLES
D102,Hyacinth bean pod,Bataw bunga,88.6,45.0,2.5,0.4,7.8,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D102_HyacinthBeanPod.jpg,VEGETABLES
D103,"Hyacinth bean pod, boiled","Bataw bunga, nilaga",91.4,34.0,1.3,0.1,6.9,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa52.jpg,VEGETABLES
D104,"Jackfruit fruit, unripe","Langka bunga, hilaw",85.6,58.0,2.0,0.6,11.1,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D104.jpg,VEGETABLES
D105,Jackfruit seed,Langka buto,58.1,164.0,5.5,0.5,34.4,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1051.png,VEGETABLES
D106,"Jackfruit seed, boiled","Langka buto, nilaga",60.4,156.0,4.5,0.3,33.7,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1061.png,VEGETABLES
D107,Jute lvs,Saluyot/Pasaw dahon,82.0,71.0,6.1,1.1,9.1,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D107_JuteLeaves1.jpg,VEGETABLES
D108,"Jute lvs, boiled","Saluyot/Pasaw dahon, nilaga",89.1,44.0,2.9,0.6,6.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1081.png,VEGETABLES
D111,Lagikway lvs,Sunset muskmallow lvs,86.0,54.0,4.0,1.2,6.8,2.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D111.jpg,VEGETABLES
D112,"Lagikway lvs, boiled","Sunset muskmallow lvs, boiled",92.4,30.0,1.3,0.4,5.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D112.jpg,VEGETABLES
D113,Chinese leek lvs,Kutsay dahon/Chinese chives lvs,91.3,34.0,2.4,0.7,4.6,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1131.png,VEGETABLES
D114,"Chinese leek lvs, boiled","Kutsay dahon, nilaga/Chinese chives lvs, boiled",95.0,19.0,1.3,0.4,2.6,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1141.png,VEGETABLES
D115,Lettuce lvs & petioles,Letsugas dahon at tangkay,94.1,22.0,1.3,0.4,3.4,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1151.png,VEGETABLES
D116,"Lettuce tree, young lvs",Koles maluko talbos,88.5,43.0,3.6,1.0,5.0,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa53.jpg,VEGETABLES
D117,"Lettuce tree, young lvs, boiled","Koles maluko talbos, nilaga",93.4,26.0,0.7,1.2,3.1,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa53.jpg,VEGETABLES
D118,Lima bean pod,Patani bunga,67.7,126.0,8.3,0.7,21.7,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa55.jpg,VEGETABLES
D119,"Lima bean pod, boiled","Patani bunga, nilaga",74.4,100.0,7.0,0.3,17.2,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa56.jpg,VEGETABLES
D120,"Limang sugat, young lvs",,85.0,56.0,3.4,0.2,10.1,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa57.jpg,VEGETABLES
D121,Malabar nightshade lvs,Alugbati dahon/Spinach vine lvs,91.3,33.0,2.4,0.4,5.0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D121_MalabarNightshadeLeaves.jpg,VEGETABLES
D122,"Malabar nightshade lvs, boiled","Alugbati dahon, nilaga",94.4,21.0,0.6,0.2,4.3,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1221.png,VEGETABLES
D123,Malibaddu,Lubeg,87.0,50.0,1.2,0.2,10.8,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa58.jpg,VEGETABLES
D124,"Mango, young lvs",Mangga talbos,76.9,90.0,3.0,0.7,17.8,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D124.png,VEGETABLES
D125,"Mango, young lvs, boiled","Mangga talbos, nilaga",87.4,50.0,1.6,0.4,9.9,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D125.png,VEGETABLES
D126,Marrow-stem kale lvs and stems,Kales dahon at tangkay,90.5,34.0,3.1,0.5,4.3,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa59.jpg,VEGETABLES
D127,Mexican lilac flower,Kakawati bulaklak,85.6,58.0,2.8,0.7,10.1,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa60.jpg,VEGETABLES
D128,"Mexican lilac flowers, boiled","Kakawati bulaklak, nilaga",92.2,31.0,1.4,0.2,5.8,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa61.jpg,VEGETABLES
D129,Morning glory lvs,Malakamote dahon,84.7,57.0,4.0,0.4,9.3,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa62.jpg,VEGETABLES
D130,"Mung bean seed, fresh","Munggo buto, sariwa",69.3,119.0,7.7,0.2,21.6,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D130_1.png,VEGETABLES
D131,Mung bean sprout,Toge,83.5,64.0,5.7,0.1,10.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1311.jpg,VEGETABLES
D132,"Mung bean sprout, boiled","Toge, nilaga",86.8,54.0,4.8,0.7,7.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1321.jpg,VEGETABLES
D133,"Mushroom, fresh","Kabuti, sariwa",87.7,48.0,3.8,0.6,6.9,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1331.png,VEGETABLES
D134,Mustard lvs,Mustasa dahon,93.5,24.0,2.3,0.4,2.7,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1341.png,VEGETABLES
D135,"Mustard lvs, boiled","Mustasa dahon, nilaga",94.8,21.0,1.3,0.6,2.7,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1351.png,VEGETABLES
D137,New Zealand spinach lvs,Ispinaka dahon,90.9,33.0,3.3,0.5,3.7,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D137.png,VEGETABLES
D138,"New Zealand spinach lvs, boiled","Ispinaka dahon, nilaga",92.9,28.0,1.4,0.3,4.9,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D138.png,VEGETABLES
D139,Okra,Ladyfinger,91.3,34.0,1.8,0.3,5.9,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D139.jpg,VEGETABLES
D140,"Okra, boiled","Ladyfinger, boiled",92.2,30.0,1.0,0.2,6.1,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D140_copy1.png,VEGETABLES
D141,"Onion, Bombay bulb","Sibuyas, Bombay ulo",87.0,52.0,1.7,0.3,10.5,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D141.jpg,VEGETABLES
D142,"Onion, Bombay bulb, boiled","Sibuyas, Bombay ulo, nilaga",88.3,47.0,1.2,0.4,9.7,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D142.jpg,VEGETABLES
D143,"Onion, garden shallot bulb","Sibuyas, Tagalog ulo",83.1,68.0,1.7,0.5,14.1,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1431.png,VEGETABLES
D144,"Onion, garden shallot bulb, boiled","Sibuyas, Tagalog ulo, nilaga",84.6,62.0,1.1,0.5,13.3,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D144.png,VEGETABLES
D145,"Onion, garden shallot lvs","Sibuyas, Tagalog, dahon",91.1,37.0,1.7,1.0,5.4,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D145.png,VEGETABLES
D146,"Onion, garden shallot lvs, boiled","Sibuyas, Tagalog, dahon, nilaga",93.6,27.0,1.3,0.6,4.1,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D146.png,VEGETABLES
D147,"Onion, spring","Sibuyas, mura",90.0,41.0,1.8,0.5,7.2,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1471.png,VEGETABLES
D148,"Onion, spring, boiled","Sibuyas, mura, nilaga",90.7,36.0,1.3,0.4,6.9,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa63.jpg,VEGETABLES
D149,Pako fern lvs,Fiddlehead fern lvs/Vegetable fern lvs,91.5,31.0,3.2,0.4,3.7,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa63.jpg,VEGETABLES
D150,"Pako fern lvs, boiled","Fiddlehead fern lvs, boiled",91.6,33.0,1.9,0.4,5.5,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1501.png,VEGETABLES
D151,"Palm-like fig, young lvs","Philippine fig, young lvs/Lubi-lubi talbos",87.2,50.0,3.9,0.7,6.9,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa64.jpg,VEGETABLES
D152,"Palm-like fig, young lvs, boiled","Philippine fig, young lvs, boiled/Lubi-lubi talbos, nilaga",94.9,19.0,1.2,0.2,3.2,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa65.jpg,VEGETABLES
D153,Pansit-pansitan,Olasiman-bato,95.6,15.0,0.9,0.2,2.5,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D153_Pansitpansitan.jpg,VEGETABLES
D154,"Papaya fruit, unripe",,92.9,27.0,1.0,0.1,5.5,0.5,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/D154_papaya_fruit,_unripe1.png",VEGETABLES
D155,"Papaya, young lvs",,73.5,106.0,6.1,1.6,16.7,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D155.png,VEGETABLES
D156,"Papaya, young lvs, boiled",,83.0,67.0,4.6,1.2,9.5,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D156.png,VEGETABLES
D157,Papaya petioles,,92.0,27.0,0.6,0.2,5.8,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D157.png,VEGETABLES
D158,"Papaya petioles, boiled",,93.3,24.0,0.7,0.2,4.9,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D158.png,VEGETABLES
D159,Parsley lvs,,84.2,58.0,4.0,0.9,8.4,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1591.png,VEGETABLES
D160,Pechay lvs,Petsay dahon,93.9,22.0,2.1,0.4,2.6,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D160.jpg,VEGETABLES
D161,"Pechay lvs, boiled","Petsay dahon, nilaga",94.6,21.0,1.7,0.5,2.4,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1611.png,VEGETABLES
D162,Pechay petioles,Petsay tangkay,96.1,14.0,0.6,0.3,2.1,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1621.png,VEGETABLES
D163,"Pechay petioles, boiled","Petsay tangkay, nilaga",96.7,11.0,0.4,0.2,1.9,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1631.png,VEGETABLES
D164,"Pepper, chili fruit","Sili, labuyo, bunga",72.2,75.0,4.8,2.2,9.0,11.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D164.jpg,VEGETABLES
D165,"Pepper, chili lvs","Sili, labuyo, dahon",84.4,60.0,5.8,1.2,6.4,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D165.jpg,VEGETABLES
D166,"Pepper, chili lvs, boiled","Sili, labuyo, dahon, nilaga",86.8,52.0,1.8,0.3,10.5,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1661.png,VEGETABLES
D167,"Pepper, sweet/bell long, green","Sili, sweet/bell, mahaba, berde",89.0,44.0,1.8,0.5,8.1,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D1671.png,VEGETABLES
